custom_id,hit_id,row_id,source,Title,hit_text,context_idx,count_hits,count_unique_entities,context_window
media-frame-ea6a0534ae332dd2,ea6a0534ae332dd2,14688,Tagesschau,Hunderttausende machen Druck auf die Regierung,dpa,1,1,1,"Bei einer Demonstration in der Küstenmetropole Tel Aviv versammelten sich am Abend erneut zahlreiche Menschen auf dem ""Platz der Geiseln"" - nach Einschätzung der Veranstalter etwa 350.000. Sie forderten lautstark die Freilassung der Geiseln und ein Ende des Kriegs im Gazastreifen, wie die Nachrichtenagentur dpa berichtet. Das Forum der Geisel-Angehörigen hatte den Aufruf unter das Motto ""Israel steht zusammen"" gestellt."
media-frame-535fd20b539e3353,535fd20b539e3353,14691,Tagesschau,Ausschuss genehmigt scharf kritisierte Siedlungspläne,Deutschlandfunk,1,1,1,"UN-Generalsekretär António Guterres warnte, der Plan würde ""der Zweistaatenlösung ein Ende bereiten"". Über dieses Thema berichtete Deutschlandfunk am 20. August 2025 um 13:34 Uhr."
media-frame-535f82f9e98bf42d,535f82f9e98bf42d,14694,Tagesschau,Mit Stickern gegen das Vergessen,Deutschlandfunk,1,1,1,"Wir haben in diesem Land genug Schmerz. Wir müssen damit aufhören."" Über dieses Thema berichtete Deutschlandfunk am 04. Oktober 2025 um 07:44 Uhr."
media-frame-ac56ff5e1f582a7e,ac56ff5e1f582a7e,14695,Tagesschau,Israel greift Hisbollah-Ziele im Südlibanon an ,Deutschlandfunk,1,1,1,"Die Miliz hat seither jedoch erklärt, einen solchen Beschluss ignorieren zu wollen. Über dieses Thema berichtete Deutschlandfunk am 31. August 2025 um 12:00 Uhr in den Nachrichten."
media-frame-4848d918f6eac5e4,4848d918f6eac5e4,14697,Tagesschau,Die Erwartungen sind hoch,Deutschlandfunk,1,1,1,"Er denke nicht, dass eine reformierte Palästinenserbehörde wahrscheinlich sei, so Netanjahu. Über dieses Thema berichtete Deutschlandfunk am 29. September 2025 um 08:00 Uhr."
media-frame-22320d3724f38f76,22320d3724f38f76,14700,Tagesschau,"Für die Türkei ein ""Fehler"" - ohne Aufarbeitung",Deutschlandfunk,1,1,1,"Es ist unsere Stadt, unser Land - und doch haben wir unsere Heimat verloren."" Sie möge es in Griechenland, aber in erster Linie sei sie aus Anatolien. ""Wenn es diese Ereignisse nicht gegeben hätte, wäre Istanbul heute vielleicht eine ganz andere Stadt."" Mitarbeit: Mehmet Uksul, ARD Istanbul Über dieses Thema berichtete Deutschlandfunk am 04. September 2025 um 09:35 Uhr."
media-frame-4469d382a8235912,4469d382a8235912,14702,Tagesschau,Japans Regierungspartei wählt erstmals Frau an Spitze,NDR Info,1,1,1,"Sie wirbt zudem für einen harten Kurs gegen China, setzt sich für eine strikte Einwanderungspolitik ein und würdigt die einstige Stellung Japans als Militärmacht. Über dieses Thema berichtete NDR Info am 04. Oktober 2025 um 10:00 Uhr."
media-frame-20840e3db32f1da7,20840e3db32f1da7,14703,Tagesschau,Japans Regierungschef Ishiba tritt zurück,Deutschlandfunk,1,1,1,Sie konnte deutlich zulegen. Über dieses Thema berichtete Deutschlandfunk am 07. September 2025 um 11:42 Uhr.
media-frame-97632a03111234d8,97632a03111234d8,14709,Tagesschau,Vietnam plant Evakuierung von 600.000 Menschen,Staatsmedien,1,1,1,"Wegen des nahenden Taifuns ""Kajiki"" wird in Vietnam die Evakuierung von mehr als einer halben Million Menschen vorbereitet. Betroffen seien insgesamt mehr als 150.000 Haushalte - etwa 587.000 Menschen - in vier Provinzen in der mittleren Küstenregion des Landes, berichteten vietnamesische Staatsmedien. Heftiger Regen und Überschwemmungen Erwartet wird dort schwerer Regen und Überschwemmungen."
media-frame-fb6cb1acbf349583,fb6cb1acbf349583,14709,Tagesschau,Vietnam plant Evakuierung von 600.000 Menschen,Deutschlandfunk,2,1,1,"In der Stadt Sanya wurden demnach vorübergehend Schulen, Büros und Geschäfte geschlossen und der öffentliche Nahverkehr eingestellt. Über dieses Thema berichtete Deutschlandfunk am 24. August 2025 um 20:00 Uhr."
