"id","title","teaser","categories","lastModified","created","publishedAt","authors","url","article_text"
"93641","10 Jahre Merkels Willkommensputsch: „Wir schaffen das“ spaltet Deutschland bis heute","Fast 80 Prozent der Deutschen sind zehn Jahre nach der unterlassenen Grenzschließung durch Ex-Kanzlerin Angela Merkel (CDU) mehr oder weniger unzufrieden mit der Asyl- und Migrationspolitik der Altparteien. Laut einer aktuellen Forsa-Umfrage für RTL/ntv glauben 41 Prozent der Befragten, Deutschland sei mit den Problemen „weniger gut“ fertig geworden. 37 Prozent sind der Meinung, das Land […]","Politik","2025-08-27T08:05:15+00:00","2025-08-27T08:05:15+00:00","2025-08-27T08:05:15+00:00","","https://deutschlandkurier.de/2025/08/10-jahre-merkels-willkommensputsch-wir-schaffen-das-spaltet-deutschland-bis-heute/","Fast 80 Prozent der Deutschen sind zehn Jahre nach der unterlassenen Grenzschließung durch Ex-Kanzlerin Angela Merkel (CDU) mehr oder weniger unzufrieden mit der Asyl- und Migrationspolitik der Altparteien. Laut einer aktuellen Forsa-Umfrage für RTL/ntv glauben 41 Prozent der Befragten, Deutschland sei mit den Problemen „weniger gut“ fertig geworden. 37 Prozent sind der Meinung, das Land sei mit dem Zuzug von rund 1,5 Millionen Migranten seither „gar nicht“ fertig geworden. Jeder Zweite sieht die starken Umfragewerte der AfD als direkte Folge von Merkels fataler „Wir schaffen das“-Entscheidung im Jahr 2015.

Wenig überraschend: Verhältnismäßig viele Anhänger der Linkspartei (45 Prozent), vor allem aber der „Grünen“ (60 Prozent), sehen die Entwicklung im Rückblick positiv. Dass Deutschland mit den Problemen „gar nicht“ fertig geworden sei, denken mit 91 Prozent fast alle AfD-Anhänger der AfD.

Mit 54 Prozent sieht mehr als die Hälfte der Deutschen in der eigenen Stadt oder Gemeinde migrationsbedingte Schwierigkeiten. In Großstädten mit über 500.000 Einwohnern liegt dieser Wert sogar bei 61 Prozent."
"93644","„Wot Se Fack, Deutschland?“ von Vince Ebert","Was zum Teufel tun wir? Der indische Philosoph Jiddu Krishnamurti sagt, die Fähigkeit, ohne jegliche Bewertung zu beobachten, ist die höchste Form der Intelligenz. Wenn das stimmt, sind wir derzeit alle geistige Stubenfliegen. Wenn die Realität immer mehr zur Satire wird, wie kann man das als Satiriker noch toppen: Auf Langeoog blockieren Touristen Rettungswagen, weil […]","Buchtipp","2025-08-27T08:28:27+00:00","2025-08-27T08:28:04+00:00","2025-08-27T08:28:04+00:00","","https://deutschlandkurier.de/2025/08/wot-se-fack-deutschland-von-vince-ebert/","Was zum Teufel tun wir?

Der indische Philosoph Jiddu Krishnamurti sagt, die Fähigkeit, ohne jegliche Bewertung zu beobachten, ist die höchste Form der Intelligenz. Wenn das stimmt, sind wir derzeit alle geistige Stubenfliegen.

Wenn die Realität immer mehr zur Satire wird, wie kann man das als Satiriker noch toppen: Auf Langeoog blockieren Touristen Rettungswagen, weil sie mit klimaschädlichem Diesel fahren. Die Deutsche Bahn muss einem männlichen Zuggast Schmerzensgeld zahlen, nachdem sie ihn mit »Herr« angesprochen hat, er sich aber als Frau identifiziert. In Krefeld wollte ein Iraner mit 27 verschiedenen Identitäten ein Kino anzünden. Vermutlich war ihm der Ticketpreis für so viele Personen zu hoch.

» Descartes sagte: Ich denke, also bin ich. Und seit TikTok wissen wir: Es geht auch so.«

Der Wissenschaftskabarettist Vince Ebert blickt auf sein Land und fragt sich: Wot se Fack? Haben unsere Gefühle den Verstand verloren? An Universitäten werden biologische Erkenntnisse relativiert, Energiepolitik wird nach Bauchgefühl betrieben, Migrationsfragen werden ideologisch verengt. Parlamentsdebatten sind kaum mehr von Postillon -Artikeln unterscheidbar. In rasender Geschwindigkeit erleben wir einen Rückfall in voraufklärerische Zeiten.

Wot se Fack ein Weckruf für das, was unsere abendländische Kultur ausmacht: Rationalität, Selbstbestimmung und Meinungsfreiheit. Oder wie es Kant formulierte: Habe Mut, Dich deines eigenen Verstandes zu bedienen. Auch dann, wenn du keinen hast.

» Wer mit dem Bauch denkt, bekommt vieles in den falschen Hals.«

Bestellen Sie das Buch hier ."
"93652","","","AfD","2025-08-27T09:17:07+00:00","2025-08-27T09:17:07+00:00","2025-08-27T09:17:07+00:00","","https://deutschlandkurier.de/2025/08/93652/",""
"93655","Steve Bannon zu Messerangriff auf US-Bürger in Dresden: „Krise in Deutschland wurde ausgelöst durch feige Politiker!“","Der Messerangriff auf den 20-jährigen amerikanischen Staatsbürger John Rudat in einer Dresdner Straßenbahn hat jetzt auch Steve Bannon, den früheren Chefstrategen von US-Präsident Donald Trump, auf den Plan gerufen. Bannon, der heute als viel beachteter Publizist wirkt und eine Galionsfigur der MAGA-Bewegung ist, sagte der „Berliner Zeitung“ auf Anfrage: „Deutschland hat kein Migrationsproblem. Deutschland hat […]","Ausland","2025-08-27T09:41:32+00:00","2025-08-27T09:41:32+00:00","2025-08-27T09:41:32+00:00","","https://deutschlandkurier.de/2025/08/steve-bannon-zu-messerangriff-auf-us-buerger-in-dresden-krise-in-deutschland-wurde-ausgeloest-durch-feige-politiker/","Der Messerangriff auf den 20-jährigen amerikanischen Staatsbürger John Rudat in einer Dresdner Straßenbahn hat jetzt auch Steve Bannon, den früheren Chefstrategen von US-Präsident Donald Trump, auf den Plan gerufen. Bannon, der heute als viel beachteter Publizist wirkt und eine Galionsfigur der MAGA-Bewegung ist, sagte der „Berliner Zeitung“ auf Anfrage: „Deutschland hat kein Migrationsproblem. Deutschland hat eine kulturelle und gesellschaftliche Krise, ausgelöst durch feige Politiker, die die Sicherheit der Nation bereitwillig auf dem Altar der politischen Korrektheit opfern. Das wird in Tränen enden.“

„Pathologischer Zustand“

Der einflussreiche konservative US-Blogger Curtis Yarvin hält Deutschland für ein krankes Land. Er sagte der „Berliner Zeitung“, die „absichtliche Einführung unzivilisierter Menschen in eine zivilisierte Gesellschaft“ sei einer der „stärksten möglichen Beweise für einen pathologischen Zustand“."
"93664","Zehn Jahre Merkels Willkommensputsch: 15.000 Migranten sind trotz „Ausreiseprämien“ wieder in Deutschland!","Mehr als 15.000 Migranten, die Deutschland mit staatlicher Steuerzahler-Unterstützung „freiwillig“ verlassen haben, sind seit 2015 wieder eingereist. Das geht aus der Antwort des Bundesinnenministeriums auf eine Anfrage des rheinland-pfälzischen AfD-Bundestagsabgeordneten Sebastian Münzenmaier hervor. Die Zahlen zeigen die ganze Absurdität der sogenannten Rückkehrprogramme, die doch eigentlich dazu beitragen sollten, die Migrationskosten für Bund und Länder zu […]","Migration","2025-08-27T10:47:36+00:00","2025-08-27T10:47:13+00:00","2025-08-27T10:47:13+00:00","","https://deutschlandkurier.de/2025/08/10-jahre-merkels-willkommensputsch-wir-schaffen-das-spaltet-deutschland-bis-heute-2/","Mehr als 15.000 Migranten, die Deutschland mit staatlicher Steuerzahler-Unterstützung „freiwillig“ verlassen haben, sind seit 2015 wieder eingereist. Das geht aus der Antwort des Bundesinnenministeriums auf eine Anfrage des rheinland-pfälzischen AfD-Bundestagsabgeordneten Sebastian Münzenmaier hervor. Die Zahlen zeigen die ganze Absurdität der sogenannten Rückkehrprogramme, die doch eigentlich dazu beitragen sollten, die Migrationskosten für Bund und Länder zu senken. Münzenmaier sieht in den Zahlen einen Beleg für das „Signal“, dass sich Deutschland ausnutzen lässt.

Die Höhe der „Ausreiseprämien“ auf Kosten der deutschen Steuerzahler variiert je nach Alter der Betroffenen, familiären Umständen und Zielland. Sie umfasst in der Regel eine sogenannte Starthilfe von 1.000 Euro für Erwachsene und unbegleitete Minderjährige sowie 500 Euro für Kinder unter 18 Jahren. Hinzu kommt eine sogenannte Reisebeihilfe von 200 Euro beziehungsweise 100 Euro pro Person. Für Familien gilt eine Obergrenze von 4.000 Euro bei der „Starthilfe“, während in Fällen frühzeitiger Ausreise ein zusätzlicher Sonderbetrag von 500 Euro gewährt werden kann."
"93668","","","AfD","2025-08-27T10:54:24+00:00","2025-08-27T10:54:24+00:00","2025-08-27T10:54:24+00:00","","https://deutschlandkurier.de/2025/08/93668/",""
"93671","Brisante Studie: Deutsche Industrie geht immer schneller den Bach runter!","Die dramatische Talfahrt der deutschen Industrie beschleunigt sich rasant! Das geht aus einer alarmierenden Studie der international operierenden Beratungsgesellschaft „Ernst & Young“ (EY) hervor. Vor allem die Autobranche ist vom Niedergang betroffen: Binnen eines Jahres wurden in dieser Schlüsselindustrie sieben Prozent der Stellen abgebaut – das ist fast jeder zweite verloren gegangene Industriejob! Im Rahmen […]","Wirtschaft","2025-08-28T14:49:13+00:00","2025-08-27T10:59:14+00:00","2025-08-27T10:59:14+00:00","","https://deutschlandkurier.de/2025/08/brisante-studie-deutsche-industrie-geht-immer-schneller-den-bach-runter/","Die dramatische Talfahrt der deutschen Industrie beschleunigt sich rasant! Das geht aus einer alarmierenden Studie der international operierenden Beratungsgesellschaft „Ernst & Young“ (EY) hervor. Vor allem die Autobranche ist vom Niedergang betroffen: Binnen eines Jahres wurden in dieser Schlüsselindustrie sieben Prozent der Stellen abgebaut – das ist fast jeder zweite verloren gegangene Industriejob!

Im Rahmen der Studie wurden Daten des Statistischen Bundesamtes ausgewertet. Die Autoren kommen zu dem Ergebnis: „Der Abwärtstrend hält an und verstärkt sich sogar: Der Umsatz deutscher Industrieunternehmen sank im zweiten Quartal dieses Jahres im Vergleich zum Vorjahreszeitraum um 2,1 Prozent, nachdem er im ersten Quartal um 0,2 Prozent geschrumpft war.“ Es ist das achte Negativergebnis in Folge!

Laut der EY-Studie haben sich abgesehen von der Elektroindustrie alle großen Industriebranchen im zweiten Quartal negativ entwickelt. Am schwächsten entwickelte sich in diesem Zeitraum die Gummi- und Kunststoffindustrie, die um 3,3 Prozent schrumpfte.

Autobranche Spitzenreiter bei Stellenabbau

Die Autoindustrie als wichtigste deutsche Industriebranche schrumpfte um 1,6 Prozent. Allein in dieser Branche wurden innerhalb eines Jahres netto rund 51.500 Jobs oder fast sieben Prozent der Arbeitsplätze abgebaut. Kein anderer Industriesektor ist vom Stellenabbau so stark betroffen. Fast jeder zweite in Deutschland verloren gegangene Industriejob entfiel auf die Autoindustrie.

Rund 250.000 Jobs seit 2019 weg

Im Maschinenbau fielen EY zufolge gut 17.000 Stellen binnen eines Jahres weg, in der Metallerzeugung gut 12.000. Seit 2019 gingen in der deutschen Industrie damit unterm Strich fast eine Viertelmillion Arbeitsplätze verloren, bilanziert die Studie. Insgesamt lag die Zahl der Industriebeschäftigten zum 30. Juni demnach bei 5,42 Millionen Menschen – 2,1 Prozent weniger als zwölf Monate zuvor. Binnen eines Jahres wurden damit etwa 114.000 Stellen gestrichen – seit dem Vor-Corona-Jahr 2019 schrumpfte die Zahl der Beschäftigten sogar um rund 245.000, ein Rückgang um 4,3 Prozent!

Arbeitsmarkt wird auch für Ingenieure „ungemütlich“

Ein wichtiger Faktor für den Rückgang im zweiten Quartal dieses Jahres ist neben den horrenden Energiekosten der Einbruch der Exporte in die USA um zehn Prozent. Denn die USA sind nach wie vor der wichtigste Exportmarkt für die deutsche Industrie.

Folge: Die Automobilindustrie und der Maschinenbau stellen heute deutlich weniger junge Menschen ein als in den vergangenen Jahren. „Der Arbeitsmarkt etwa für junge Ingenieure wird ungemütlich, viele werden sich neu orientieren müssen. Wir werden eine steigende Arbeitslosigkeit bei Hochschulabsolventen sehen – etwas, was es in Deutschland lange nicht gab“, warnt einer der EY-Analystem.

Schwache Inlandsnachfrage

Das Hauptproblem ist laut der EY-Analyse aber die schwache Inlandsnachfrage. Während die Exporte der Industrieunternehmen im zweiten Quartal um 0,6 Prozent sanken, schrumpfte der Umsatz mit Kunden aus Deutschland binnen eines Jahres um 3,8 Prozent. Bedeutet: Die Binnennachfrage kann die Exportausfälle nicht mehr kompensieren.

Die Gründe dafür sehen die EY-Experten in einer seit Jahren anhaltenden Investitionszurückhaltung, die auf mangelndes Vertrauen in eine Konjunkturwende in Deutschland und eine nachhaltige Stärkung des Standorts Deutschland zurückzuführen sei. Eine hohe Steuerbelastung, hohe Lohnnebenkosten, eine lähmende Bürokratie sowie langsame Genehmigungen und eine schleppende Digitalisierung würden Investoren abschrecken.

Ein wichtiger Faktor, der der deutschen Industrie schwer zu schaffen macht, wird in der Studie freilich nicht erwähnt: die hohen Energiekosten infolge des Sanktions-Irrsinns gegenüber Russland!"
"93682","ZWANGSDIENST für deutsche Rentner? DAS halten die Betroffenen davon!","Der wirre Vorstoß des Präsidenten des Deutschen Instituts für Wirtschaftsforschung (DIW), Marcel Fratzscher, ein „Soziales Pflichtjahr für Rentner“ einzuführen, lässt viele Bürger absolut fassungslos zurück! Der Deutschland-Kurier🇩🇪 sprach in Dresden mit den potentiell Betroffenen!","Johannes Schüller","2025-08-27T11:33:05+00:00","2025-08-27T12:00:15+00:00","2025-08-27T12:00:15+00:00","","https://deutschlandkurier.de/2025/08/zwangsdienst-fuer-deutsche-rentner-das-halten-die-betroffenen-davon/","Der wirre Vorstoß des Präsidenten des Deutschen Instituts für Wirtschaftsforschung (DIW), Marcel Fratzscher, ein „Soziales Pflichtjahr für Rentner“ einzuführen, lässt viele Bürger absolut fassungslos zurück!

Der Deutschland-Kurier🇩🇪 sprach in Dresden mit den potentiell Betroffenen!"
"93685","AfD-Anfrage: Kanzleramt gab 12.500 Euro für Visagisten aus – ohne „Lügennase“-Korrektur!","Während der Sozialstaat laut Kanzler Friedrich Merz (CDU) „so nicht mehr finanzierbar“ ist, hat die schwarz-rote Bundesregierung in den ersten drei Monaten ihrer Amtszeit knapp 60.000 Euro für Visagisten und Fotos rausgehauen. Allein der Wahlbetrüger Merz ließ sich sein Styling (ohne „Lügennasen“-Korrektur) etliche tausend Euro kosten, wie eine AfD-Anfrage ans Licht brachte. Demnach wurden im […]","Politik","2025-08-27T13:30:46+00:00","2025-08-27T13:08:43+00:00","2025-08-27T13:08:43+00:00","","https://deutschlandkurier.de/2025/08/afd-anfrage-kanzleramt-gab-12-500-euro-fuer-visagisten-aus-ohne-luegennase-korrektur/","Während der Sozialstaat laut Kanzler Friedrich Merz (CDU) „so nicht mehr finanzierbar“ ist, hat die schwarz-rote Bundesregierung in den ersten drei Monaten ihrer Amtszeit knapp 60.000 Euro für Visagisten und Fotos rausgehauen. Allein der Wahlbetrüger Merz ließ sich sein Styling (ohne „Lügennasen“-Korrektur) etliche tausend Euro kosten, wie eine AfD-Anfrage ans Licht brachte.

Demnach wurden im Kanzleramt vom 6. Mai bis zum 4. August insgesamt 12.501,30 Euro für Friseure, Kosmetiker und Visagisten ausgegeben, wie aus der Antwort der Bundesregierung auf eine Kleine Anfrage der AfD hervorgeht. Das Bundesfinanzministerium von Lars Klingbeil wendete demzufolge sogar 33.000 Euro fürs hübsche Aussehen inklusive Fotos auf.

Das Wirtschaftsministerium gibt in diesem Zusammenhang 19.264,76 Euro an, wobei von der Summe 8.324 Euro auf „Reisekosten“ entfielen. Denn Ministerin Katherina Reiche (CDU) lässt sich von einer Visagistin auch ins Ausland begleiten, wie „Welt“ berichtete.

Die Gesamtkosten aller Ministerien für Styling/Fotos und belaufen sich auf bisher 58.738,41 Euro! Soviel zum Thema Sparen & Sozialstaat…"
"93688","John Rudat, der Held von Dresden: „Meine Model-Karriere kann ich dann ja wohl jetzt vergessen“","Er ist der Held aus der Dresdner Stadtbahnlinie 7: Der US-Amerikaner Johnathon „John“ Rudat (20) aus New York ging dazwischen, als eine Frauengruppe in der Nacht zum Sonntag von zwei Syrern belästigt wurde. Der Rettungssanitäter, der sich nebenher etwas Geld als Model für Männerwerbung verdient, bezahlte seine Zivilcourage mit einem durch Schnittwunden entstellten Gesicht. Auf […]","Gesellschaft","2025-08-27T13:02:42+00:00","2025-08-27T13:38:54+00:00","2025-08-27T13:38:54+00:00","","https://deutschlandkurier.de/2025/08/john-rudat-der-held-von-dresden-meine-model-karriere-kann-ich-dann-ja-wohl-jetzt-vergessen/","Er ist der Held aus der Dresdner Stadtbahnlinie 7: Der US-Amerikaner Johnathon „John“ Rudat (20) aus New York ging dazwischen, als eine Frauengruppe in der Nacht zum Sonntag von zwei Syrern belästigt wurde. Der Rettungssanitäter, der sich nebenher etwas Geld als Model für Männerwerbung verdient, bezahlte seine Zivilcourage mit einem durch Schnittwunden entstellten Gesicht. Auf dem Portal TAG24 lässt das Messer-Opfer die Horror-Nacht Revue passieren – und findet deutliche Worte für Deutschlands Migrationsproblem.

„Meine Model-Karriere ist nach einem halben Jahr vorbei“, lacht John bitter an seinem Krankenbett. Der 20-Jährige spricht ruhig, macht Witze, schweift ab. Fast so, als ob er vergessen hätte, weshalb er hier in der Dresdner Uniklinik liegt.

„Wir sind am Albertplatz in die 7 Richtung Gorbitz gestiegen“, erzählt er das Geschehen, während sein Gastvater Friedrich ihm die Hand hält. Mit zwei Freunden war er Samstagnacht auf dem Weg in die Disko: „In der Bahn hat der Typ das Mädchen belästigt, angefasst, sie lautstark angemacht.“ Als der Syrer Majd D. (21) die bedrohte Frau schließlich auf die Sitze drückte und sie um Hilfe schrie, sagte sich John: „That’s not gonna happen“ – das darf nicht passieren.

Der ausgebildete Sanitäter stellte sich zwischen den Mann und die Frau, hielt ihn auf Abstand. Der Syrer habe ihn getreten, geschlagen und angeschrien: „Plötzlich habe ich seinen Kumpel rechts neben mir gesehen.“

Und schon hörte er ein Klick-Geräusch. Der zunächst noch flüchtige Syrer fuhr ihm mit einem knapp 15 Zentimeter langen Messer mindestens dreimal blitzschnell durchs Gesicht. Johns Nase wurde in zwei Teile geschnitten. Wären die Schnitte nur etwas tiefer gewesen, hätte er sein Augenlicht verloren.

„Ihr habt ein großes Problem in Deutschland“

„Ich trage diese Narbe mit Stolz“, sagt er. „Ich würde es jederzeit wieder tun. Egal, welche Hautfarbe der Nächste hat.“ Er habe aber auch Verständnis für jeden Mann in der vollen Bahn, der sitzen blieb. „Die haben Jobs, eine Familie – und einfach Angst zu sterben. Ich bin dem schon sehr nahe gekommen.“

John sagt, Deutschland habe ein großes Migrationsproblem. „Wenn die das den Deutschen antun können und dann einfach freigelassen werden, wo ist dann das Gesetz? Wo die Struktur?“, fragt er fassungslos. „Was macht ihr denn hier?“

Inzwischen geht die Meldung aus Dresden um die Welt. Während sich die deutschen Altparteien zurückhaltend und die Mainstream-Medien versuchen, das Geschehen von Dresden möglichst totzuschweigen, berichtet die internationale Presse breit. Die „Jerusalem Post“ aus Israel, die „Hindustan Times“ aus Neu-Delhi und auch die „New York Post“ haben den Vorfall aufgegriffen. Letztere schrieb von einer „blutigen Hölle“ („bloody hell“) in Dresden."
