"id","title","teaser","categories","lastModified","created","publishedAt","authors","url","article_text"
"95794","Deutschland-Flaggen🇩🇪? Neuerdings ein Fall für den Staatsschutz!","","Politik","2025-10-23T06:50:08+00:00","2025-10-23T06:50:08+00:00","2025-10-23T06:50:08+00:00","","https://deutschlandkurier.de/2025/10/deutschland-flaggen%f0%9f%87%a9%f0%9f%87%aa-neuerdings-ein-fall-fuer-den-staatsschutz/",""
"95797","Klartext von Steffen Kotré (MdB | AfD Brandenburg): Russland-Sanktionen und ideologische Energiepolitik vernichten Deutschlands Wohlstand!","","Wirtschaft","2025-10-23T06:51:59+00:00","2025-10-23T06:51:59+00:00","2025-10-23T06:51:59+00:00","","https://deutschlandkurier.de/2025/10/klartext-von-steffen-kotre-mdb-afd-brandenburg-russland-sanktionen-und-ideologische-energiepolitik-vernichten-deutschlands-wohlstand/",""
"95800","Eiertanz um „Stadtbild“: Merz rudert zurück – „Brauchen mehr Zuwanderung“","Wie unter dem anhaltenden Druck von Linken, Straße und Mainstream-Medien nicht anders zu erwarten war, hat Bundeskanzler Friedrich Merz (CDU) vorsichtig den Rückzug angetreten und seine zutreffende Äußerung zu „Problemen im Stadtbild“ Deutschlands relativiert. Probleme gebe es nur „teilweise“, sagte der CDU-Chef mit fast schon entschuldigendem Unterton nach der Westbalkan-Konferenz in London und betonte: „Ja, […]","Politik","2025-10-23T08:42:57+00:00","2025-10-23T08:42:57+00:00","2025-10-23T08:42:57+00:00","","https://deutschlandkurier.de/2025/10/eiertanz-um-stadtbild-merz-rudert-zurueck-brauchen-mehr-zuwanderung/","Wie unter dem anhaltenden Druck von Linken, Straße und Mainstream-Medien nicht anders zu erwarten war, hat Bundeskanzler Friedrich Merz (CDU) vorsichtig den Rückzug angetreten und seine zutreffende Äußerung zu „Problemen im Stadtbild“ Deutschlands relativiert. Probleme gebe es nur „teilweise“, sagte der CDU-Chef mit fast schon entschuldigendem Unterton nach der Westbalkan-Konferenz in London und betonte: „Ja, wir brauchen auch in Zukunft Einwanderung – das gilt für Deutschland wie für alle Länder der Europäischen Union.“

Probleme sieht Merz nicht generell im zugepollerten und vielerorts nicht mehr wiedererkennbaren deutschen Stadtbild. Probleme gebe es nur mit denjenigen, die keinen dauerhaften Aufenthaltsstatus hätten, nicht arbeiten würden und sich „auch nicht an unsere Regeln halten“. Diese bestimmten „teilweise“ das öffentliche Bild in den Städten.

Klingbeil (SPD) geht auf Merz los

Offenbar versucht Merz, seine sich zu einer Koalitionskrise ausweitende vorgebliche Sorge um die Sicherheit von Frauen („Ihre Töchter“) abzuschwächen. Denn unterdessen giftet sich die deutsche Chaos-Regierung auf offener Bühne an: Beim Kongress der Industriegewerkschaft Bergbau, Chemie, Energie (IGCBE) in Hannover warf Vizekanzler Lars Klingbeil (SPD) dem Kanzler kaum verklausuliert Rassismus vor. Klingbeil redete sich regelrecht in Rage: „Ich sage euch (…), ich möchte in einem Land leben, bei dem nicht das Aussehen darüber entscheidet, ob man ins Stadtbild passt oder nicht.“"
"95803","Selenskyj reibt sich die Hände: Trump sagt Budapest-Gipfel mit Putin ab","Die Hoffnungen auf ein kurzfristiges zweites Gipfeltreffen zwischen den USA und Russland zur Beendigung des Ukraine-Krieges haben sich vorerst zerschlagen. Nun ist es offiziell: US-Präsident Donald Trump hat das in Budapest geplante Gespräch mit Kreml-Chef Wladimir Putin abgesagt. Das erklärte Trump beim Besuch von Nato-Generalsekretär Mark Rutte in Washington. Trump sagte, er habe den Eindruck, […]","Ukraine","2025-10-23T08:47:36+00:00","2025-10-23T09:15:48+00:00","2025-10-23T09:15:48+00:00","","https://deutschlandkurier.de/2025/10/selenskyj-reibt-sich-die-haende-trump-sagt-budapest-gipfel-mit-putin-ab/","Die Hoffnungen auf ein kurzfristiges zweites Gipfeltreffen zwischen den USA und Russland zur Beendigung des Ukraine-Krieges haben sich vorerst zerschlagen. Nun ist es offiziell: US-Präsident Donald Trump hat das in Budapest geplante Gespräch mit Kreml-Chef Wladimir Putin abgesagt. Das erklärte Trump beim Besuch von Nato-Generalsekretär Mark Rutte in Washington.

Trump sagte, er habe den Eindruck, dass sich das gewünschte Ziel nicht erreichen lasse. Hintergrund ist offenbar die ablehnende Haltung Moskaus mit Blick auf das von Trump vorgeschlagene Einfrieren des Frontverlaufs in der Ukraine.

Wörtlich führte der amerikanische Präsident vor Journalisten im Weißen Haus aus: „Wir haben das Treffen mit Präsident Putin abgesagt. Es gab das Gefühl, dass es nicht richtig ist. Ich hatte den Eindruck, dass wir das gewünschte Ziel nicht erreichen würden.“

Trotz der Absage des Präsidenten-Gipfels und neuer Sanktionen gegen russische Ölkonzerne streben die USA aber weiterhin ein Treffen mit Russland an. Das versicherte US-Außenminister Marco Rubio auf dem US-Regierungsflughafen Joint Base Andrews in Maryland unweit der Hauptstadt Washington.

In Kiew kann der ukrainische Präsident Wolodymyr Selenskyj jedenfalls fürs erste zufrieden sein: Das US-Finanzministerium hat neue Sanktionen gegen Russland und russische Unternehmen, darunter die Erdölunternehmen Lukoil und Rosneft, in Kraft gesetzt. Betroffen sind auch deren 28 Tochtergesellschaften."
"95807","„AfD stellt zu viele Fragen“: Björn Höcke fordert Entlassung von Thüringens Innenminister","Der AfD-Fraktionschef im Thüringer Landtag, Björn Höcke, hat den Rücktritt von Landesinnenminister Georg Maier (SPD) gefordert. Hintergrund sind Vorwürfe des SPD-Politikers, die AfD betreibe Spionage für Russland, weil sie im Landesparlament zu viele Anfragen stelle. Schon seit geraumer Zeit beobachte er, Maier, mit zunehmender Sorge, dass die AfD das parlamentarische Fragerecht dazu missbrauche, gezielt die […]","Politik","2025-10-23T09:34:06+00:00","2025-10-23T10:08:28+00:00","2025-10-23T10:08:28+00:00","","https://deutschlandkurier.de/2025/10/afd-stellt-zu-viele-fragen-bjoern-hoecke-fordert-entlassung-von-thueringens-innenminister/","Der AfD-Fraktionschef im Thüringer Landtag, Björn Höcke, hat den Rücktritt von Landesinnenminister Georg Maier (SPD) gefordert. Hintergrund sind Vorwürfe des SPD-Politikers, die AfD betreibe Spionage für Russland, weil sie im Landesparlament zu viele Anfragen stelle.

Schon seit geraumer Zeit beobachte er, Maier, mit zunehmender Sorge, dass die AfD das parlamentarische Fragerecht dazu missbrauche, gezielt die kritische Infrastruktur auszuforschen. Es dränge sich geradezu der Eindruck auf, dass die AfD mit ihren Anfragen eine „Auftragsliste des Kreml“ abarbeite, so der Landesinnenminister laut „Handelsblatt“.

Höcke wies die Verdächtigungen scharf zurück. Die Abgeordneten des Thüringer Landtages hätten das Recht, Fragen an die Landesregierung zu stellen. Der Innenminister verknüpfe dieses Recht auf unerträgliche Weise mit außenpolitischen Themen. Maier sei ein „politischer Irrläufer“, der auf seine Amtstüchtigkeit überprüft werden müsste, meinte Höcke. Die politische Verantwortung für das Vorgehen Maiers trage Ministerpräsident Mario Voigt (CDU). Dieser müsse den Minister entlassen.

Björn Höcke behält sich Strafanzeige vor

Höcke zufolge wird die AfD prüfen, ob sie medienrechtlich oder auch strafrechtlich gegen Maier vorgehen könne. Sollte es eine entsprechende Handhabe geben, werde er persönlich die Anzeige gegen Maier erstatten, kündigte der AfD-Fraktionschef an.

Der Erste Parlamentarische Geschäftsführer der AfD-Bundestagsfraktion, Bernd Baumann, sprach von irrwitzigen Verdächtigungen. Die SPD und die Union hätten jahrzehntelang die Infrastruktur in Deutschland verkommen lassen. Mit den Anfragen decke man diese Missstände im Interesse der Bürger auf, betonte Baumann."
"95811","Forsa-Umfrage: CDU/CSU würde bei Fall der „Brandmauer“ angeblich ein Drittel Wähler verlieren","Die Union könnte einer Umfrage zufolge angeblich über ein Drittel ihrer Wähler verlieren, wenn sie mit der AfD zusammenarbeiten würde. Laut einer Befragung des als SPD-nah geltenden Forsa-Instituts gaben 39 Prozent der bisherigen Unions-Wähler an, CDU und CSU dann nicht mehr ihre Stimme geben zu wollen. Zwölf Prozent sagten, sie wüssten nicht, wie sie reagieren […]","Politik","2025-10-23T10:43:06+00:00","2025-10-23T10:43:06+00:00","2025-10-23T10:43:06+00:00","","https://deutschlandkurier.de/2025/10/forsa-umfrage-cdu-csu-wuerde-bei-fall-der-brandmauer-angeblich-ein-drittel-waehler-verlieren/","Die Union könnte einer Umfrage zufolge angeblich über ein Drittel ihrer Wähler verlieren, wenn sie mit der AfD zusammenarbeiten würde. Laut einer Befragung des als SPD-nah geltenden Forsa-Instituts gaben 39 Prozent der bisherigen Unions-Wähler an, CDU und CSU dann nicht mehr ihre Stimme geben zu wollen. Zwölf Prozent sagten, sie wüssten nicht, wie sie reagieren würden. 49 Prozent sagten demnach, ihnen wäre eine Kooperation mit der AfD egal – sie würden weiter die Union wählen."
"95817","Wegen Post zur „Woke“-Bewegung: Hausdurchsuchung bei Medien-Professor Norbert Bolz!","Es ist ein neuer, geradezu ungeheuerlicher staatlicher Angriff auf die Meinungs- und Pressefreiheit: Bei dem systemkritischen Medienwissenschaftler und Publizisten Prof. Norbert Bolz kam es am Donnerstagmorgen (23. Oktober) zu einer Hausdurchsuchung. Auslöser der Razzia  war ein X-Post. Wegen scharfer Kritik an einem Beitrag der linksextremen „taz“ durchsuchte die Polizei die Berliner Wohnung von Bolz. Der […]","Meinungsfreiheit","2025-10-24T09:23:12+00:00","2025-10-23T11:37:42+00:00","2025-10-23T11:37:42+00:00","","https://deutschlandkurier.de/2025/10/wegen-post-zur-woke-bewegung-hausdurchsuchung-bei-medien-professor-norbert-bolz/","Es ist ein neuer, geradezu ungeheuerlicher staatlicher Angriff auf die Meinungs- und Pressefreiheit: Bei dem systemkritischen Medienwissenschaftler und Publizisten Prof. Norbert Bolz kam es am Donnerstagmorgen (23. Oktober) zu einer Hausdurchsuchung. Auslöser der Razzia war ein X-Post.

Wegen scharfer Kritik an einem Beitrag der linksextremen „taz“ durchsuchte die Polizei die Berliner Wohnung von Bolz. Der „Welt“-Kolumnist selbst spricht von einem „Witz“.

Der Durchsuchungsbeschluss offenbart wieder einmal: Die Ermittler haben laut „WELT“ dem Kontext des Beitrags wenig Bedeutung beigemessen. Die Berliner Staatsanwaltschaft geht gegen einen missliebigen Publizisten vor, dem sie die Verwendung von Parolen der Nationalsozialisten vorwirft.

Hintergrund ist laut Bolz-Anwalt Joachim Steinhöfel ein Tweet aus dem Januar, in dem der Publizist geschrieben hatte: „Gute Übersetzung von woke: Deutschland erwache!“ Dabei nahm Bolz Bezug auf einen Beitrag der linken „tageszeitung“ (taz) mit dem Titel „AfD-Verbot und Höcke-Petition: Deutschland erwacht“. Kurz nach der Veröffentlichung änderte die Linksgazette offenbar den Titel des Beitrags in „Raus aus der Ohnmacht“ . Wohl aus gutem Grund:

Bei „Deutschland erwache“ handelt es sich um eine NSDAP-Parole. Die Staatsanwaltschaft wertet die Verwendung als strafbare Verwendung von Kennzeichen verfassungswidriger Organisationen. Der Zusammenhang, in dem Bolz die Aussage unter Bezugnahme auf den ursprünglichen „taz“-Text tätigte, blieb bei der Razzia offenbar unbeachtet. Dem Beschuldigten sei bewusst gewesen, dass es sich bei dem Ausspruch um eine Losung der SA handele, heißt es laut „Welt“ in einem Durchsuchungsbeschluss des Amtsgerichts Tiergarten.

Norbert Bolz: „Verrücktheit hat die Seiten gewechselt“

Bolz hingegen verweist auf den Kontext seines Beitrags: „Ich hielt das für einen guten Witz. Die ‚taz‘ hatte etwas über Höcke geschrieben mit dem Fazit ‚Deutschland erwacht‘. Ich dachte: Das ist eigentlich eine gute Definition von ‚woke‘. Denn ‚woke‘ heißt ja auch ‚erwacht‘.“

Bolz wollte nach eigenen Worten ausdrücken, dass „die Verrücktheit die Seiten gewechselt hat“. Er habe sich „nicht vorstellen können, dass man das missverstehen kann“, so Bolz gegenüber der „Welt“.

„Seien Sie in Zukunft vorsichtiger“

Bolz war zuletzt als Professor am Institut für Sprache und Kommunikation an der Technischen Universität (TU) Berlin tätig. Er berichtet, dass vier Polizisten gegen 9 Uhr morgens bei ihm aufgetaucht seien. Sie hätten einen Screenshot des Beitrags gesichert und ihm geraten, „in Zukunft vorsichtiger zu sein“.

Die Berliner Staatsanwaltschaft erklärte auf Anfrage, die Durchsuchung sei nicht Teil einer größeren Ermittlungsreihe zu strafbaren Inhalten in sozialen Netzwerken. Beschuldigt sei nur ein „72-Jähriger“ wegen des vorgenannten Sachverhalts. „Die Ermittlungen dauern an. Weitere Auskünfte können zum Schutz der Ermittlungen nicht erteilt werden“, so ein Sprecher.

Auf dem Durchsuchungsbeschluss ist auch das Logo des Bundeskriminalamts (BKA) zu erkennen. Das deutet darauf hin, dass die Behörde in die Ermittlungen eingebunden war – was wiederum auf die Zusammenarbeit der Behörde mit einschlägigen „Meldestellen“ hinweist.

Top-Medienanwalt sieht „Kontrollverlust der Justiz“

Medienanwalt Steinhöfel erklärte gegenüber „Welt“: „Was wir hier erleben, ist ein erneut besorgniserregender Kontrollverlust der Strafjustiz, der jetzt offenbar auch das BKA erfasst hat. Die Ironie in Bolz’ Tweet ist so offensichtlich, dass man schon vorsätzlich missverstehen muss, um hier eine Straftat zu konstruieren.“ Das erinnert laut Steinhöfel fatal an „die Bamberger Justizposse, wo Menschen wegen ‚Schwachkopf‘ oder dem satirischen Ausspruch ,Ich hasse die Meinungsfreiheit‘ verfolgt wurden.“

Steinhöfel sieht die Verantwortung für den unglaublichen Vorfall bei Bundesinnenminister Alexander Dobrindt (CSU). Dieser müsse in dem ihm unterstellten Bundeskriminalamt für Klarheit sorgen. „Es kann nicht sein, dass Behördenleiter offenbar nicht mehr zwischen strafbarer Propaganda und zulässiger Meinungsäußerung unterscheiden können. Diese Inkompetenz ist keine Kleinigkeit – sie untergräbt das Vertrauen in den Rechtsstaat“, erklärte Steinhöfel."
"95814","Neuigkeiten aus dem deutschen „Stadtbild“: Ein Toter und mehrere Verletzte bei Schießerei in Hannover!","Bei einer Schießerei zwischen mehreren zunächst nicht näher benannten „Gruppen“ in Hannover wurde laut Polizei ein 27 Jahre alter Mann getötet, mehrere Personen erlitten Verletzungen. Der Schusswechsel ereignete sich im Stadtteil Vahrenwald, wo mehr als jeder vierte Bewohner nach städtischen Angaben einen Migrationshintergrund hat. Die Polizei Hannover bestätigte, dass ein Tatverdächtiger nahe dem Tatort festgenommen […]","Kriminalität","2025-10-23T11:58:49+00:00","2025-10-23T12:05:37+00:00","2025-10-23T12:05:37+00:00","","https://deutschlandkurier.de/2025/10/neuigkeiten-aus-dem-deutschen-stadtbild-ein-toter-und-mehrere-verletzte-bei-schiesserei-in-hannover/","Bei einer Schießerei zwischen mehreren zunächst nicht näher benannten „Gruppen“ in Hannover wurde laut Polizei ein 27 Jahre alter Mann getötet, mehrere Personen erlitten Verletzungen. Der Schusswechsel ereignete sich im Stadtteil Vahrenwald, wo mehr als jeder vierte Bewohner nach städtischen Angaben einen Migrationshintergrund hat.

Die Polizei Hannover bestätigte, dass ein Tatverdächtiger nahe dem Tatort festgenommen wurde. Nähere Hintergründe wurden zunächst nicht bekannt."
"95821","Neue irre CO₂-Regeln der EU: Privathaushalten drohen Mehrkosten von mehreren Tausend Euro","Schon in gut einem Jahr sollen Autofahrer und Hausbesitzer in ganz Europa für ihren CO₂-Ausstoß zahlen – dahinter steckt ein neuer Regulierungs-Irrsinn der EU-Kommission. Dieser sieht vor, den Emissionshandel ab Januar 2027 auf alle fossilen Brennstoffe auszuweiten – und damit auch auf Verkehr und die Energieversorgung von Gebäuden. Das Prinzip dieses Anlasshandels: Wer CO₂ ausstößt, […]","Politik","2025-10-23T13:05:05+00:00","2025-10-23T13:15:47+00:00","2025-10-23T13:15:47+00:00","","https://deutschlandkurier.de/2025/10/neue-irre-co%e2%82%82-regeln-der-eu-privathaushalten-drohen-mehrkosten-von-mehreren-tausend-euro/","Schon in gut einem Jahr sollen Autofahrer und Hausbesitzer in ganz Europa für ihren CO₂-Ausstoß zahlen – dahinter steckt ein neuer Regulierungs-Irrsinn der EU-Kommission.

Dieser sieht vor, den Emissionshandel ab Januar 2027 auf alle fossilen Brennstoffe auszuweiten – und damit auch auf Verkehr und die Energieversorgung von Gebäuden.

Das Prinzip dieses Anlasshandels: Wer CO₂ ausstößt, muss dafür Zertifikate kaufen. Unternehmen und Verbraucher sollen so dazu gebracht werden, weniger CO₂ zu emittieren.

Aktuell gibt es in Deutschland einen „nationalen“ CO₂-Preis. Derzeit liegt er bei 55 Euro pro Tonne, im nächsten Jahr soll er zwischen 55 und 65 Euro schwanken. Ab 2027 sind dann auch Energielieferanten verpflichtet, für jeden Liter Benzin, Diesel oder Heizöl oder jeden Kubikmeter Erdgas Zertifikate zu kaufen. Diese Kosten werden an den Abnehmer und zuletzt an den Endverbraucher weitergereicht. Experten warnen vor jährlichen Mehrkosten für Haushalte von bis zu 3.000 Euro und mehr, berichtet „Epoch Times“."
"95836","WELT-Chef: Razzia bei Prof. Bolz passt zum aktuellen Justiz-Trend","WELT-Herausgeber Ulf Poschardt hat die Hausdurchsuchung bei dem konservativen  Berliner Medienwissenschaftler und Publizisten Prof. Norbert Bolz scharf kritisiert  Inzwischen verdichten sich die Anzeichen, dass die Razzia von einer staatsnahen sogenannten „Meldestelle“ ausgelöst wurde . Bolz ist häufiger Kommentator der WELT.  Poschardt sagte der  BILD: „In einem Rechtsstaat geht man davon aus, dass alles, was nicht […]","Politik","2025-10-23T14:36:44+00:00","2025-10-23T15:15:38+00:00","2025-10-23T15:15:38+00:00","","https://deutschlandkurier.de/2025/10/welt-chef-razzia-bei-prof-bolz-passt-zum-aktuellen-justiz-trend/","WELT-Herausgeber Ulf Poschardt hat die Hausdurchsuchung bei dem konservativen Berliner Medienwissenschaftler und Publizisten Prof. Norbert Bolz scharf kritisiert Inzwischen verdichten sich die Anzeichen, dass die Razzia von einer staatsnahen sogenannten „Meldestelle“ ausgelöst wurde . Bolz ist häufiger Kommentator der WELT. Poschardt sagte der BILD: „In einem Rechtsstaat geht man davon aus, dass alles, was nicht verboten ist, erlaubt ist. Ironie war bislang nicht verboten. Allerdings sind der aktuelle Trend zu Hausdurchsuchungen und Strafverfolgungen von sogenannten Meinungsdelikten ein Alarmsignal für den Zustand unserer freiheitlichen Verfasstheit. Die Hausdurchsuchung bei Prof. Dr. Bolz muss jeden liberalen Demokraten erschüttern. Zeit, dass Politik und Justiz in sich gehen und umkehren.“"
