"Date","Title","Inhalt","URL"
"2025-09-09","EU-Beben: Macron kaputt, Euro kaputt?","Läutet Frankreich das Ende der EU ein? Die Regierung ist gestürzt, der Präsident steht mit dem Rücken an der Wand und es scheint keinen Ausweg für Macron zu geben. Wie versuchen die Mächtigen ihre Macht dennoch zu verteidigen und welche Parallelen können wir zu Deutschland ziehen?

Chefredakteur Jürgen Elsässer und Sacha Korn haben dieses politische Beben aufmerksam verfolgt.

Unsere heutige Shop-Empfehlung: Patriot Putin – die Sieger-Medaille.

COMPACT-TV ist für Sie gratis! Bitte spenden Sie zu unserer Unterstützung unter compact-online.de/unterstuetzen.","https://www.compact-online.de/eu-beben-macron-kaputt-euro-kaputt/"
"2025-09-09","Frankreich: Revolution liegt in der Luft","Frankreich steht am Abgrund. Die Regierung gestürzt, die Staatsverschuldung gigantisch.

Jetzt wollen Linke und Rechte Druck auf der Straße machen. Kann das gut gehen? Am Mittwoch soll ganz Frankreich lahmgelegt werden. Es werden in Paris vor allem Gewerkschaften und linke politische Parteien zu Protesten und Streiks aufrufen. Jean-Luc Mélenchon erklärte: „Am zehnten September wird das Volk alles blockieren, denn das Leben ist hier nicht mehr aushaltbar.“

Unser Team von COMPACT-TV ist vor Ort. Wir haben keinen Aufwand, Kosten oder Mühe gescheut und unser TV-Team nach Paris geschickt, um Sie auf dem Laufenden zu halten. Das alles kostet COMPACT tausende von Euro. Wir hoffen, dass Sie mit einer kleinen Spende helfen, diese Kosten zu stemmen.

COMPACT-Magazin GmbH, DE92 8005 3000 1131 0713 40

COMPACT-TV ist für Sie gratis! Bitte spenden Sie zu unserer Unterstützung unter compact-online.de/unterstuetzen.","https://www.compact-online.de/frankreich-revolution-liegt-in-der-luft/"
"2025-09-09","Darf sich Israel alles erlauben?","Diese Nachricht erschien soeben auf unserem Telegram-Kanal. Jetzt abonnieren: t.me/CompactMagazin

Die israelische Luftwaffe hat das Gebäude in der katarischen Hauptstadt Doha bombardiert, in dem die Verhandlungsdelegation der Hamas über die letzten Vorschläge der USA zur Lösung des Konfliktes in Gaza beraten hat. Das angegriffene Gebäude lag in einem Wohnkomplex.

Die Attacke wurde unter dem Operationsnamen „Feuergipfel“ durchgeführt. Das Ziel lag etwa 1.600 km von Israel entfernt, also klar außerhalb des Kriegsgebiets.

Das Katarische Außenministerium: „Wir verurteilen aufs Schärfste den feigen israelischen Angriff auf ein Wohngebäude in Doha, in dem Hamas-Mitglieder untergebracht waren. Dieser kriminelle Akt verstößt gegen internationales Recht und gefährdet die Sicherheit von Katarern und Einwohnern.“

Unsere Ausgabe über Netanjahu als Brandstifter hat es in sich. Enthalten sind Fakten, die Ihnen anderswo bewusst verschwiegen werden. Hier bestellen.","https://www.compact-online.de/darf-sich-israel-alles-erlauben/"
"2025-09-09","Angriff auf Gretas Gaza-Hilfsflotte","Klima-Greta ist jetzt Gaza-Greta. Und als solche ist sie derzeit per Boot in Richtung Gaza unterwegs, um gegen das Unrecht dortiger israelischer Terrorpolitik zu demonstrieren. Jetzt wurde ihr Schiff offenbar angegriffen. Lesen Sie in der COMPACT-Ausgabe „Der Brandstifter“, warum Netanjahu-Schergen alles zuzutrauen ist. Hier mehr erfahren.

Die Global Sumud Flotilla, eine internationale Initiative mit Aktivisten aus 44 Ländern, darunter Greta Thunberg, ist unterwegs, um die israelische Seeblockade des Gazastreifens zu durchbrechen und dringend benötigte Hilfsgüter wie Nahrung, Wasser und Medikamente zu liefern.

Die Flotte, die als größte zivile Aktion dieser Art gilt, startete Anfang September von Barcelona aus und erreichte kürzlich tunesische Gewässer, um sich vor der Weiterfahrt neu zu formieren.

Attacke auf das Hauptboot

Thunberg, die bereits im Juni eine ähnliche Mission unternommen hatte, die von israelischen Kräften letztlich gestoppt worden war, betonte zuvor die Notwendigkeit, die humanitäre Krise in Gaza sichtbar zu machen. Dort herrscht aufgrund der Blockade und anhaltender militärischer Auseinandersetzungen akute Hungersnot, wie UN-Berichte bestätigen.

In den frühen Morgenstunden des 9. September ereignete sich in tunesischen Gewässern vor der Küste von Sidi Bou Said ein schwerwiegender Zwischenfall auf dem portugiesisch geflaggten „Family Boat“, einem der Hauptboote der Flotte. Laut den Organisatoren und Augenzeugen wurde das Schiff von einer Drohne angegriffen, die einen Sprengsatz abwarf und dadurch einen Brand auslöste.

Augenzeugen berichten

Videos, die die Flotte auf Instagram veröffentlichte, zeigen einen Feuerball, der auf das Deck herabstürzt und mit grellem Licht einschlägt. Es entstand ein Brandschaden am Hauptdeck und im Lagerraum unter Deck, doch alle sechs Passagiere und Besatzungsmitglieder – darunter Mitglieder des Lenkungsausschusses – konnten in Sicherheit gebracht werden.

Die Aktivistin Yasemin Acar, die sich an Bord befand, bestätigt in einem Statement: „Ich möchte Ihnen sagen, dass auf diesem Boot alle Mitglieder der Madeleine, der alten Madeleine-Crew, waren: Greta, ich, Thiago, Schweib und so viele weitere tolle Menschen.“ Und dann:

„Eine Drohne kam direkt darüber, warf eine Bombe ab, die explodiert und das Boot in Flammen stand.“

Bei einer Pressekonferenz in Tunis berichteten Beteiligte detailliert: Sie hätten eine Drohne nur wenige Meter über ihren Köpfen schweben sehen, die einen Sprengsatz auf einen Stapel Rettungswesten abwarf, was den Brand schließlich verursachte. Die Organisatoren verweisen zudem auf frühere Vorfälle, etwa einen mutmaßlichen Drohnenangriff auf ein Schiff der Freedom Flotilla Coalition nahe Malta im Mai.

Die unabhängige UN-Berichterstatterin für die besetzten palästinensischen Gebiete, Francesca Albanese, äußerte sich in einem Instagram-Video schockiert über den Vorfall und forderte eine Verifizierung, wies jedoch auf bekannte Drohungen aus israelischer Richtung hin.

Albanese, die Israel in einem Bericht Völkermord vorwirft, betonte, dass ein solcher Angriff nicht nur die Flotte, sondern auch die Souveränität Tunesiens verletzen würde. Eine portugiesische Abgeordnete an Bord appellierte an Regierungen weltweit, die Mission zu schützen.

Tunesischen Behörden widersprechen der Darstellung eines Drohnenangriffs und gehen von einem internen Brand, der möglicherweise durch eine Zigarettenkippe oder ein Feuerzeug in Rettungswesten ausgelöst wurde, aus.

Ermittlungen laufen

Die staatliche Agentur TAP berichtete, dass Sicherheitseinheiten keine Drohnen feststellten und der Schaden auf verbrannte Westen beschränkt blieb, ohne Verletzte oder größere Schäden. Die Ermittlungen laufen derzeit vertraulich weiter, doch die Flottenorganisatoren halten an ihrer Version fest und sehen in dem Vorfall einen Versuch, die humanitäre Mission zu sabotieren.

Israel hat solche Aktionen in der Vergangenheit als Propaganda-Stunts abgetan und mit militärischen Maßnahmen verhindert, was die Spannungen unterstreicht.

Trotz des Zwischenfalls betonen die Aktivisten, dass sie ihre Mission fortsetzen werden. In einer Zeit, in der Gaza von Hunger und Vertreibung geplagt wird – einschließlich Tausender, die kürzlich Evakuierungsanordnungen erhalten haben –, unterstreicht die Flotte die Dringlichkeit zivilen Protests.

Zu diesem Themenkomplex empfehlen wir dringend unsere Ausgabe „Der Brandstifter“ mit unwiderlegbaren Fakten zu Netanjahus Treiben und den verheerenden Folgen. Hier bestellen.","https://www.compact-online.de/angriff-auf-gretas-gaza-hilfsflotte/"
"2025-09-09","Die Botschaft des Schwarzen Spiegels","Elon Musk relativiert die Gefahren. Der Hirnchip-Hersteller Elon Musk weiß um das dystopische Potenzial des Transhumanismus – dennoch will er Cyborgs und Androiden durchsetzen. Warum? Dieser Artikel erschien im COMPACT-Spezial 38: „Transhumanismus“. _ von Jonas Glaser Hilfe bei Parkinson, Alzheimer und diversen Lähmungen – gegen Elon Musks Neuralink-Pläne wäre nichts einzuwenden, würde sich seine Vision auf den medizinischen Bereich beschränken. Doch der Chip im Kopf soll nicht bloß heilen, sondern graue Zellen in jeglicher Hinsicht

Dieser Inhalt aus unserer Printausgabe ist registrierten Benutzern vorbehalten.

Bitte loggen Sie sich hier ein, oder holen Sie sich jetzt den Digital - Pass für Smartphone, Tablet und Desktop

Anmelden
Benutzername oder E-Mail-Adresse
Passwort
 Angemeldet bleiben  
Passwort vergessen? Klicke hier, um es zurückzusetzen.","https://www.compact-online.de/die-botschaft-des-schwarzen-spiegels/"
"2025-09-09","Vertuschung als Auftrag","Soso, eine Enquete-Kommission! So will uns der Deutsche Bundestag eine Corona-Aufarbeitung verkaufen. Was davon zu halten ist. Den Opfern von Impfschäden wird das jedenfalls herzlich wenig nützen. Dass sie überhaupt eine Stimme haben, ist dem Film von Mario Nieswandt „Nur ein Piks“ zu verdanken; jetzt auf DVD erhältlich. Hier mehr erfahren.

Die Bundesregierung hat mit der Einsetzung einer Enquete-Kommission zur Corona-Aufarbeitung ein schwaches Alibi geschaffen, um echte Verantwortung zu umgehen. Statt eines Untersuchungsausschusses mit rechtlicher Schlagkraft, der Zeugen vorladen und klare Antworten erzwingen könnte, wird eine Kommission installiert, die kaum mehr als ein Debattierclub sein kann.

SPD-Müller, der Aufarbeiter…

Die Zusammensetzung des Gremiums – sogar unter Beteiligung von Impfpflicht-Befürwortern wie Michael Müller (SPD) – deutet auf eine Farce hin, die wohl eher Verwirrung stiften wird und soll, als Wahrheiten ans Licht zu bringen. Die Bundesregierung zeigt damit erneut, wie wenig Interesse sie an einer ehrlichen Aufarbeitung der Corona-Politik hat.

Natürlich ist es dennoch gut und richtig, dass auch die namhafte Stimmen des Widerstandes vertreten sind. Die AfD entsendet mit Christina Baum, Claudia Weiss und Kay-Uwe Ziegler drei unbestechliche Wahrheitssucher in die Kommission. Finanzwissenschaftler Stefan Homburg, Datenanalyst Tom Lausen und der Molekulargenetiker Michael Nehls zählen  zu den von der AfD entsandten Experten, die über argumentative Schlagkraft verfügen.

Fest steht: Die Maßnahmen der Corona-Zeit – Lockdowns, Maskenzwang, Impfdruck – haben tiefe Wunden hinterlassen, besonders bei Kindern und Jugendlichen. Psychische Schäden, ein Anstieg von Magersucht in Tübinger Kliniken um das Vierfache und weitere Missstände, darunter ungezählte Impfschäden: Diese Folgen wurden von der Regierung ignoriert oder kleingeredet.

Dazu kommen unbeantwortete Fragen zur Übersterblichkeit ab Impfstart 2021 und zu systematischen Ablehnung von Impfschäden durch das Paul-Ehrlich-Institut, das Daten zurückhält. Warum wurde die Impfpflicht so verbissen verfolgt, obwohl klar war, dass die Impfung kaum Übertragungsschutz bot?

Warum wurden Tausende Covid-Patienten unnötig invasiv beatmet, wie Studien nahelegen? Die Regierung hat diese Themen verschleppt, während Betroffene im Stich gelassen wurden.

Aufarbeitung bleibt Zentralforderung

Die Enquete-Kommission, die nun nach fünfeinhalb Jahren Pandemiebeginn startet, ist ein bürokratischer Kompromiss ohne Zähne. Sie kann weder Zeugen zwingen noch Falschaussagen sanktionieren. Kritiker wie Saskia Ludwig (CDU) nennt sie ein Instrument, um unangenehme Themen auf die lange Bank zu schieben. Die Besetzung mit Hardlinern wie Müller, der Ungeimpfte gezielt diffamierte, macht klar: Hier wird nichts aufgearbeitet, sondern allenfalls vertuscht.

Die Corona-Politik der Bundesregierung war ein Desaster: Spaltung der Gesellschaft, Denunziantentum, Diffamierung Ungeimpfter und ein brutaler Impfdruck schreien zum Himmel. Eine Enquete-Kommission ist ein Schlag ins Gesicht der Opfer und der Impfgeschädigten.

Ein Untersuchungsausschuss oder eben entsprechende Gerichtsverfahren könnten Klarheit schaffen und Verantwortliche zur Rechenschaft ziehen. Die Bürger verdienen Antworten, keine politischen Alibis.

Eine eindeutige Aufarbeitung des Corona-Unrechts muss her. Als Grundlage muss diesen: Der spektakuläre Film „Nur ein Piks“ über die verschwiegenen Opfer von Impfschäden. Der erfolgreiche Streifen ist jetzt auf DVD erhältlich. Hier bestellen.","https://www.compact-online.de/vertuschung-als-auftrag/"
"2025-09-09","Sacharowa: Kallas „bedenklich ungebildet“","Maria Sacharowa, Sprecherin des russischen Außenministeriums, hat der EU-Außenbeauftragten Kaja Kallas attestiert, „bedenklich ungebildet“ zu sein. Sichern Sie sich dazu unsere Ausgabe „Die Diktatorin“ mit Enthüllungen zu den Machenschaften der EU-Verantwortlichen. Hier mehr erfahren.

Die EU-Außenbeauftragte Kalles hatte zuletzt für Russen und Chinesen platte Stereotype verwendet. Im Rahmen einer Veranstaltung des EU-Instituts für Sicherheitsstudien (EUISS) argumentierte Kallas vergangene Woche, China und Russland ergänzten einander in ihrer Opposition zum Westen, und beschrieb dabei Russland als stark in den Gesellschaftswissenschaften, aber technologisch schwach – und die Chinesen als das Gegenteil. Wörtlich klang das so:

„Die Chinesen sind sehr gut in Technologie, aber sie sind nicht so gut in Gesellschaftswissenschaften. Die Russen (…) sind überhaupt nicht gut in Technologie, aber supergut in Gesellschaftswissenschaften.“

Diese Bemerkungen nahm Maria Sacharowa nun auf, um Kallas auf Telegramm als „bedenklich ungebildet“ zu verspotten. Sacharowa fragte, wer denn wohl die Krimbrücke gebaut habe oder die Raketen vom Kosmodrom Wostotschny starte, wenn es denn zuträfe, dass Russen keine technische Expertise besäßen. „Genauso sehr wäre China nicht imstande, eine Milliarde Bürger zu regieren, wenn es nicht in Gesellschaftswissenschaften stark wäre“, so Sacharowa weiter.

Von der Leyens Kandidatin

Eigentlich wollte die Kallas NATO-Generalsekretärin werden, doch jetzt führt sie die Außenpolitik der Europäischen Union: Die 47-jährige Estin war die Wunschkandidatin von Kommissionspräsidentin Ursula von der Leyen.

Innerhalb von 24 Stunden nach Amtsantritt machte sie schon klar, wo ihre Prioritäten liegen – sie reiste nach Kiew. „Der erste schwere Fehler von Kaja Kallas“, titelte sogar Die Presse aus Wien. „Die neue Hohe Vertreterin der EU für Außen- und Sicherheitspolitik verspricht der Ukraine jedmögliche Unterstützung für einen Sieg gegen Russland. Damit überschreitet sie ihre Kompetenzen und weckt Erwartungen, die sie enttäuschen wird.“

Kallas selbst lässt sich von solcher Kritik nicht beeindrucken. Sie „isst Russen zum Frühstück“, so ein Bonmot, das ein anonymer EU-Diplomat zum Besten gegeben hat.

Auch mit China legte sie sich flott an: Bislang bezeichnete Brüssel die Volksrepublik immer mit dem Dreiklang „Partner, Wettbewerber und strategischer Rivale“. Kallas strich die ersten beiden Begriffe und bereitet sich wohl darauf vor, in die gleichen Fettnäpfchen wie die deutsche Außenministerin zu treten. Vor allem brachte Kallas frühzeitig EU-Bodentruppen für die Ukraine ins Spiel – angeblich zur Friedenssicherung nach einem Waffenstillstand.

Annalena Baerbock über Kallas im März 2024 bei der Verleihung des Walter-Rathenau-Preises im vertraulichen Duz-Ton: „Vor 36 Jahren besuchte ein 11-jähriges Mädchen namens Kaja Kallas zusammen mit ihrer Familie zum ersten Mal Berlin. (…) Du erhältst diesen Preis, weil du diese Luft der Freiheit nie als selbstverständlich angesehen hast. (…) Wir dürfen unsere Freiheit nicht als selbstverständlich ansehen. (…) Das haben die Estinnen und Esten, das hast du, liebe Kaja, viel früher verstanden als viele von uns hier im restlichen Europa, auch hier in Deutschland. Freiheit ist so wichtig wie die Luft, die wir atmen. (…) Und du sagtest mir ganz unmissverständlich, dass Deutschland eine Führungsrolle werde übernehmen müssen, wenn wir die russische Aggression stoppen wollten.“

Baerbock bezeichnete Kallas als spätes Opfer der kommunistischen Besetzung Estlands: „Was es bedeutet, als integraler Bestandteil der Sowjetunion behandelt zu werden: Für dich, (…) liebe Kaja, ist es Teil deiner Familiengeschichte.“ Doch tatsächlich ist die Sache viel komplizierter.

Geboren 1977 in der Hauptstadt Tallinn, wuchs die kleine Kaja als Tochter des einflussreichen sowjetischen Parteifunktionärs Siim Kallas auf. Ihr Vater, nicht nur führendes Mitglied der KP, sondern auch Leiter der estnischen Niederlassung der sowjetischen Sberbank, verfügte über beträchtliche Macht.

Pure Heuchelei

Die Familie führte ein Leben im Wohlstand, was zahlreiche öffentlich zugängliche Fotos belegen: weitläufige Wohnungen, luxuriöse Einrichtungsgegenstände und teure Kleidung. Diese Bilder vermitteln einen Eindruck von einem Leben im Überfluss, den sich viele Menschen in der Sowjetunion – und erst recht in den 1990er Jahren, als breite Teile der Bevölkerung in bittere Armut gestürzt wurden – niemals hätten leisten können. Kallas jedoch behauptet, sie habe als Kind auf Süßigkeiten verzichten müssen und sich stattdessen mit Sahne und Zucker begnügt. Solche rührseligen Geschichten werfen Zweifel an der Authentizität ihrer Selbstdarstellung auf.

Ihre Mutter, die als Baby nach Sibirien deportiert wurde, kehrte später nach Estland zurück – eine Erfahrung, die zweifellos die antirussische Haltung von Kaja Kallas prägte. Aber hier beginnt auch die Heuchelei: Trotz der vermeintlichen politischen Härte des sowjetischen Systems war es für sie, deren Familie im Nazi-Kollaborateure-Verdacht stand, offenbar kein Problem, mit Siim Kallas einen kommunistischen Spitzenfunktionär zu heiraten. Ihr Großvater mütterlicherseits war Mitglied des berüchtigten estnischen Terrorbataillons Omakaitse gewesen, das an den Kämpfen gegen sowjetische Partisanen und der Ausrottung der Juden beteiligt war.

Feindbild Russland

Die Karriere von Kallas wurde maßgeblich von ihrem Vater unterstützt. Siim Kallas, der nach dem Zusammenbruch der Sowjetunion die sogenannte Reformpartei gründete und sowohl Premierminister (2002/2003) als auch EU-Kommissar (2004 bis 2019) wurde, ebnete seiner Tochter den Weg in die Politik – ein Paradebeispiel für Nepotismus, der ansonsten als Markenzeichen Russlands angesehen wird. Sie trat 2010 in die Partei ihres Papas ein und wurde schon ein Jahr darauf Parlamentsabgeordnete.

Im EU-Parlament (2014 bis 2021) machte sich Kallas schnell einen Namen durch ihre betont harte Rhetorik gegenüber Russland, die ihr die Unterstützung der USA sicherte. Die New York Times bezeichnete sie als „Liebling amerikanischer Hardliner“, Politico als „Putin-Schreck“. In einem Interview mit der Financial Times erklärte sie: „Frieden um jeden Preis ist nicht die Lösung, denn das führt zu mehr Krieg.“

Und ihr Ehemann?

Ihre Amtszeit als Premierministerin – seit Januar 2021 in wechselnden Koalitionen – war von Fehlern und Skandalen geprägt. Ihre radikale Wirtschaftspolitik führte zu explodierenden Energiepreisen und Sparmaßnahmen, die die estnische Bevölkerung stark belasteten. Bei den EU-Wahlen im Juni 2024 landete ihre Reformpartei mit 17,9 Prozent nur noch auf Platz drei (ein Minus von 8,3 Prozent), und Umfragen im gleichen Zeitraum zeigten, dass lediglich knapp ein Viertel der Esten mit ihrer Arbeit als Regierungschefin zufrieden war.

Ein wichtiger Grund liegt in Folgendem: Zum Markenzeichen von Kallas gehört ihre beinharte Haltung in der Sanktionsfrage. Das wirkt seltsam, wenn man die Rolle ihres Ehemanns Arvo Hallik in Betracht zieht: Er importiert über seine Firma Stark Logistics aus dem sogenannten Schurkenstaat Waren wie Nickel, die auf dem Index stehen – und zahlt dafür brav Steuern in Russland. Während die estnische Bevölkerung unter den wirtschaftlichen Auswirkungen des Wirtschaftskrieges litt, florierten also die Geschäfte von Kajas Gatten.

Zu Hause ist ihr Ruf ruiniert – aber sie fiel nach oben: Als EU-Kommissarin beträgt ihr Grundgehalt knapp 20.000 Euro im Monat, als estnische Ministerpräsidentin musste sie sich mit 7.300 Euro begnügen.

Sichern Sie sich die letzten Exemplare unserer spannenden COMPACT-Ausgabe „Die Diktatoren“ mit einem entlarvenden Blick hinter die Kulissen des EU-Machtapparates. Hier bestellen.","https://www.compact-online.de/sacharowa-kallas-bedenklich-ungebildet/"
"2025-09-09","Mit Moslems im Knast: Shlomo packt aus!","„Sie haben denen Ziegen zur Vergewaltigung gegeben“ – das ist nur eine der haarsträubenden Episoden, die Aron Pielka alias Shlomo Finkelstein aus seiner Gesinnungshaftzeit zu berichten hat. In seinem Buch Titel: „Bauzeit – Shlomo, der Knast und die freie Welt“ packt er jetzt alles aus! Ein einzigartiges Zeitdokument. Hier mehr erfahren.

Stellen Sie sich vor: Sie werden wegen scharfer Islamkritik zu einer Haftstrafe verurteilt und landen dann in einem Gefängnis, wo die Insassen zu über 80 Prozent Migranten und Moslems sind. Jeder fragt Sie, warum Sie einsitzen, und Sie müssen sich ständig neue Geschichten einfallen lassen, um nicht zugeben zu müssen, dass Sie den Propheten Mohammed beleidigt haben. Würde das herauskommen, wären Sie Ihres Lebens nicht mehr sicher…

Die vergewaltigten Ziegen

Genau diese Erfahrung musste Aron Pielka machen – besser bekannt als Youtuber „Shlomo Finkelstein“, ein Pionier der rechten Influencer-Welt. Die Eindrücke aus seiner Gefängniszeit hat er zu Papier gebracht – erst handschriftlich, doch nun sind Sie beim Verlag Antaios als Buch herausgekommen. Titel: „Bauzeit – Shlomo, der Knast und die freie Welt“. Ein einzigartiges Zeitdokument, das nicht nur als Mahnmal für die politische Repression gegen Oppositionelle gelten kann, sondern auch intime Einblicke in den heutigen Knastalltag bietet und eine schreiende Anklage gegen die Überfremdungszustände in der BRD darstellt.

Shlomo berichtet vom Alltag hinter Gittern, der beklemmenden Schubhaft von Brandenburg in den Westen und wieder zurück. Er schildert sein lebensnotwendiges Inkognitospiel und den skurrilen Momenten seiner Lage, in der er nicht nur wie besessen schreibt, sondern auch zum „Zertifikatsmaurer“ ausgebildet wird.

Besonders haarsträubend ist folgende Episode, die er auch im Podcast Ben_ungeskriptet erzählt hat:

„Es gab in der Sicherungsverwahrung in der JVA Brandenburg an der Havel, wo zu 95 Prozent Sittenstraftäter untergebracht sind, zwei Ziegen, die in der Obhut von diesen Insassen waren. Dort hat man sie für ein halbes Jahr belassen, bis irgendwann ein Tierarzt kam und die Tiere untersucht hat.

Bei Ziegen ist es so, dass die Euter anfangen, sich physiologisch zu verändern, schon bevor die Schwangerschaft beginnt. Allein schon durch sexuelle Stimulation findet da eine Veränderung statt. Und wenn dieser Sex grotesk oft passiert, wie es eigentlich ein Bock gar nicht machen würde, dann hat man krankhaft geschwollene Euter und Zitzen bei diesen Ziegen.

Der Tierarzt guckt sich also die Ziegen an, guckt sich die Euter an und sagt: Warte mal, die hat doch einer gef***t! Dann nimmt er Abstriche und findet das Sperma von mehreren Häftlingen der Sicherheitsverwahrung in der JVA Brandenburg an der Havel. Sprich: Sie haben denen im Grunde genommen Ziegen zur Vergewaltigung gegeben.“

Und das ist nur der Gipfel des Irrsinns, den Shlomo hinter Gittern erlebt hat.

Witzig, schlagfertig und klug

Doch „Bauzeit“ ist mehr als ein Gefängnistagebuch: Shlomo richtet aus dem Knast eine Botschaft an US-Vizepräsident J. D. Vance, blockt einen Anwerbeversuch des Verfassungsschutzes ab und trägt die Konsequenzen für beides stoisch und reflektiert. Shlomo entwickelt aus dem, was er sah, hörte und erlebte, eine eigene Theorie über unser Leben in der „freien Welt“.

Shlomos Stil ist witzig, schlagfertig und klug. So kennt man ihn aus dem Youtube-Format „Honigwabe“: Er schreibt wie er spricht. Die Dialoge, die er nachzeichnet, sind zugleich politisches Protokoll und großes Kino. Darum empfehlen wir sein Buch „Bauzeit“ ausdrücklich. Sie können das Buch sowie andere Neuigkeiten in unserem Sortiment hier bestellen.

Der Wahnsinn hat Methode

Shlomo ist kein Einzelfall: Die Unterdrückung unliebsamer Meinungen nimmt immer mehr zu, Rechte und andere Oppositionelle werden schon bei harmlosen „Delikten“ mit hohen Geld- oder Gefängnisstrafen bedroht. Gleichzeitig wird die etablierte Politik immer irrer, immer rücksichtsloser, immer antideutscher.

Diesen Wahnsinn haben wir in unserem großen Rabatt-Paket „1.000 Seiten BRD-Diktatur“ dokumentiert: 11 entlarvende COMPACT-Ausgaben, die Ihnen die Augen öffnen. Und das für nur 14,99 statt 79,95 Euro! Dieses Schnäppchen und weitere aktuelle Sonderangebote finden Sie hier.","https://www.compact-online.de/mit-moslems-im-knast-shlomo-packt-aus/"
"2025-09-09","Wagenknecht probiert es abermals","Sahra Wagenknecht will es nochmals wissen: Am kommenden Samstag ruft sie erneut zur Großkundgebung für den Frieden nach Berlin. Und sie konnte Promis gewinnen. Wer für Aussöhnung und Freundschaft mit Russland eintritt, geht zur Demo und sichert sich darüber hinaus unsere Druschba-Medaille in Silber. Hier mehr erfahren.

Es ist das Bündnis Welt in Frieden, das die Demonstration für den 13. September 2025 am Brandenburger Tor in Berlin organisiert. An der Spitze steht Sahra Wagenknecht, die mit ihrem BSW die Veranstaltung initiiert hat.

Hallervorden, Krone-Schmalz, Maffay

Zu den Unterstützern zählen bekannte Persönlichkeiten wie der Schauspieler Dieter Hallervorden, die Rapper Bausa und Massiv, die Journalistin Gabriele Krone-Schmalz, der Musiker Peter Maffay sowie der Moderator Daniel Aminati. Auch der israelisch-deutsche Historiker Moshe Zuckermann soll per Videobotschaft zugeschaltet werden.

Besondere Aufmerksamkeit erregt die Teilnahme von Pink-Floyd-Mitgründer Roger Waters, der eine Videobotschaft senden wird. Waters, bekannt für seine Kritik an Ukraine-Präsident Selenski und seine Verurteilung Israels angesichts des Terrors in Gaza, wird von jüdischen Organisationen seit Jahren Antisemitismus vorgeworfen – ein Vorwurf, den Wagenknecht zurückweist, ohne auf seine Äußerungen im Detail einzugehen. Sie betonte jedoch ausdrücklich, dass sie niemanden unterstütze, der Israels Existenzrecht infrage stelle.

Gestern präsentierte Wagenknecht nun Pläne und Abläufe der Kundgebung auf einer Pressekonferenz im Haus der Bundespressekonferenz in Berlin, begleitet von Hallervorden und Massiv. Sie erläuterte, dass die Kundgebung ein Ende des „Grauens“ in Gaza fordere. Dieses Leid lasse sich nicht durch Israels Selbstverteidigungsrecht rechtfertigen.

Forderung: Diplomatie statt Konfrontation

Zugleich warnte sie vor einer Eskalation hin zu einem großen Krieg in Europa und kritisierte die „wahnwitzige Hochrüstung“ der Bundesregierung, die gegen eine Atommacht wie Russland wirkungslos sei. Ziel sei eine Außenpolitik, die auf Diplomatie statt Konfrontation setze, sowie ein Stopp von Waffenlieferungen in Kriegsgebiete wie die Ukraine und Gaza.

Dieter Hallervorden erklärte, er habe bereits im April 2024 Israel einen Völkermord in Gaza vorgeworfen und dafür scharfe Kritik von Politik und „regierungskonformen“ Medien erhalten. Dennoch wolle er ohne Rücksicht auf persönliche Nachteile seine Stimme erheben.

Rapper Massiv, mit bürgerlichem Namen Wasiem Taha, betonte die Notwendigkeit, Medien zu einer wahrheitsgetreuen Berichterstattung zu drängen. Auf Kritik an einem antisemitischen Facebook-Post von 2015 reagierte er, dies sei ein „Fauxpas“ gewesen, und verwies auf einen Wandel seit 2013.

Die Kundgebung startet am 13. September um 14 Uhr. Eine weitere Demonstration unter dem Motto „Stoppt den Völkermord“ ist für den 27. September geplant, organisiert vom Bündnis „Zusammen für Gaza“ mit Unterstützung der Partei Die Linke.

Ob Sahra Wagenknecht auch COMPACT noch einlädt? Wir kommen aber auch so vorbei. Denn: Wir setzen auf Frieden und Freundschaft mit Russland. Dazu gibt es unsere Druschba-Medaille in Silber. Hier bestellen.","https://www.compact-online.de/wagenknecht-probiert-es-abermals/"
"2025-09-09","Söders Lockdowns und die Spätfolgen…","Zitat des Tages: „Soziale Partei der Demokratie?“ (Söder-Tochter Gloria-Sophie Burkandt bei dem Versuch, das Kürzel „SPD“ zu entschlüsseln, Pro Sieben)

„Ein Dauer-Lockdown beeinträchtigt die Psyche der Kinder, nagt an ihrer Seele. Wer schon vorher Probleme in der Schule hatte, stürzt nun richtig ab. Letztendlich geht auch dies auf das Konto der Politik von Merkel, Söder & Co.“ (COMPACT-Magazin)","https://www.compact-online.de/soeders-lockdowns-und-die-spaetfolgen/"
